latitude,longitude
-9.399999999999999,-38.5
-9.399999999999999,-38.25
-9.399999999999999,-38.0
-9.399999999999999,-37.75
-9.399999999999999,-37.5
-9.399999999999999,-37.25
-9.399999999999999,-37.0
-9.399999999999999,-36.75
-9.399999999999999,-36.5
-9.399999999999999,-36.25
-9.399999999999999,-36.0
-9.399999999999999,-35.75
-9.399999999999999,-35.5
-9.149999999999999,-45.0
-9.149999999999999,-44.75
-9.149999999999999,-44.5
-9.149999999999999,-44.25
-9.149999999999999,-44.0
-9.149999999999999,-43.75
-9.149999999999999,-43.5
-9.149999999999999,-43.25
-9.149999999999999,-43.0
-9.149999999999999,-42.75
-9.149999999999999,-42.5
-9.149999999999999,-42.25
-9.149999999999999,-42.0
-9.149999999999999,-41.75
-9.149999999999999,-41.5
-9.149999999999999,-41.25
-9.149999999999999,-41.0
-9.149999999999999,-40.75
-9.149999999999999,-40.5
-9.149999999999999,-40.25
-9.149999999999999,-40.0
-9.149999999999999,-39.75
-9.149999999999999,-39.5
-9.149999999999999,-39.25
-9.149999999999999,-39.0
-9.149999999999999,-38.75
-9.149999999999999,-38.5
-9.149999999999999,-38.25
-9.149999999999999,-38.0
-9.149999999999999,-37.75
-9.149999999999999,-37.5
-9.149999999999999,-37.25
-9.149999999999999,-37.0
-9.149999999999999,-36.75
-9.149999999999999,-36.5
-9.149999999999999,-36.25
-9.149999999999999,-36.0
-9.149999999999999,-35.75
-9.149999999999999,-35.5
-8.899999999999999,-45.0
-8.899999999999999,-44.75
-8.899999999999999,-44.5
-8.899999999999999,-44.25
-8.899999999999999,-44.0
-8.899999999999999,-43.75
-8.899999999999999,-43.5
-8.899999999999999,-43.25
-8.899999999999999,-43.0
-8.899999999999999,-42.75
-8.899999999999999,-42.5
-8.899999999999999,-42.25
-8.899999999999999,-42.0
-8.899999999999999,-41.75
-8.899999999999999,-41.5
-8.899999999999999,-41.25
-8.899999999999999,-41.0
-8.899999999999999,-40.75
-8.899999999999999,-40.5
-8.899999999999999,-40.25
-8.899999999999999,-40.0
-8.899999999999999,-39.75
-8.899999999999999,-39.5
-8.899999999999999,-39.25
-8.899999999999999,-39.0
-8.899999999999999,-38.75
-8.899999999999999,-38.5
-8.899999999999999,-38.25
-8.899999999999999,-38.0
-8.899999999999999,-37.75
-8.899999999999999,-37.5
-8.899999999999999,-37.25
-8.899999999999999,-37.0
-8.899999999999999,-36.75
-8.899999999999999,-36.5
-8.899999999999999,-36.25
-8.899999999999999,-36.0
-8.899999999999999,-35.75
-8.899999999999999,-35.5
-8.899999999999999,-35.25
-8.649999999999999,-45.0
-8.649999999999999,-44.75
-8.649999999999999,-44.5
-8.649999999999999,-44.25
-8.649999999999999,-44.0
-8.649999999999999,-43.75
-8.649999999999999,-43.5
-8.649999999999999,-43.25
-8.649999999999999,-43.0
-8.649999999999999,-42.75
-8.649999999999999,-42.5
-8.649999999999999,-42.25
-8.649999999999999,-42.0
-8.649999999999999,-41.75
-8.649999999999999,-41.5
-8.649999999999999,-41.25
-8.649999999999999,-41.0
-8.649999999999999,-40.75
-8.649999999999999,-40.5
-8.649999999999999,-40.25
-8.649999999999999,-40.0
-8.649999999999999,-39.75
-8.649999999999999,-39.5
-8.649999999999999,-39.25
-8.649999999999999,-39.0
-8.649999999999999,-38.75
-8.649999999999999,-38.5
-8.649999999999999,-38.25
-8.649999999999999,-38.0
-8.649999999999999,-37.75
-8.649999999999999,-37.5
-8.649999999999999,-37.25
-8.649999999999999,-37.0
-8.649999999999999,-36.75
-8.649999999999999,-36.5
-8.649999999999999,-36.25
-8.649999999999999,-36.0
-8.649999999999999,-35.75
-8.649999999999999,-35.5
-8.649999999999999,-35.25
-8.399999999999999,-45.0
-8.399999999999999,-44.75
-8.399999999999999,-44.5
-8.399999999999999,-44.25
-8.399999999999999,-44.0
-8.399999999999999,-43.75
-8.399999999999999,-43.5
-8.399999999999999,-43.25
-8.399999999999999,-43.0
-8.399999999999999,-42.75
-8.399999999999999,-42.5
-8.399999999999999,-42.25
-8.399999999999999,-42.0
-8.399999999999999,-41.75
-8.399999999999999,-41.5
-8.399999999999999,-41.25
-8.399999999999999,-41.0
-8.399999999999999,-40.75
-8.399999999999999,-40.5
-8.399999999999999,-40.25
-8.399999999999999,-40.0
-8.399999999999999,-39.75
-8.399999999999999,-39.5
-8.399999999999999,-39.25
-8.399999999999999,-39.0
-8.399999999999999,-38.75
-8.399999999999999,-38.5
-8.399999999999999,-38.25
-8.399999999999999,-38.0
-8.399999999999999,-37.75
-8.399999999999999,-37.5
-8.399999999999999,-37.25
-8.399999999999999,-37.0
-8.399999999999999,-36.75
-8.399999999999999,-36.5
-8.399999999999999,-36.25
-8.399999999999999,-36.0
-8.399999999999999,-35.75
-8.399999999999999,-35.5
-8.399999999999999,-35.25
-8.399999999999999,-35.0
-8.149999999999999,-45.0
-8.149999999999999,-44.75
-8.149999999999999,-44.5
-8.149999999999999,-44.25
-8.149999999999999,-44.0
-8.149999999999999,-43.75
-8.149999999999999,-43.5
-8.149999999999999,-43.25
-8.149999999999999,-43.0
-8.149999999999999,-42.75
-8.149999999999999,-42.5
-8.149999999999999,-42.25
-8.149999999999999,-42.0
-8.149999999999999,-41.75
-8.149999999999999,-41.5
-8.149999999999999,-41.25
-8.149999999999999,-41.0
-8.149999999999999,-40.75
-8.149999999999999,-40.5
-8.149999999999999,-40.25
-8.149999999999999,-40.0
-8.149999999999999,-39.75
-8.149999999999999,-39.5
-8.149999999999999,-39.25
-8.149999999999999,-39.0
-8.149999999999999,-38.75
-8.149999999999999,-38.5
-8.149999999999999,-38.25
-8.149999999999999,-38.0
-8.149999999999999,-37.75
-8.149999999999999,-37.5
-8.149999999999999,-37.25
-8.149999999999999,-37.0
-8.149999999999999,-36.75
-8.149999999999999,-36.5
-8.149999999999999,-36.25
-8.149999999999999,-36.0
-8.149999999999999,-35.75
-8.149999999999999,-35.5
-8.149999999999999,-35.25
-8.149999999999999,-35.0
-7.899999999999999,-45.0
-7.899999999999999,-44.75
-7.899999999999999,-44.5
-7.899999999999999,-44.25
-7.899999999999999,-44.0
-7.899999999999999,-43.75
-7.899999999999999,-43.5
-7.899999999999999,-43.25
-7.899999999999999,-43.0
-7.899999999999999,-42.75
-7.899999999999999,-42.5
-7.899999999999999,-42.25
-7.899999999999999,-42.0
-7.899999999999999,-41.75
-7.899999999999999,-41.5
-7.899999999999999,-41.25
-7.899999999999999,-41.0
-7.899999999999999,-40.75
-7.899999999999999,-40.5
-7.899999999999999,-40.25
-7.899999999999999,-40.0
-7.899999999999999,-39.75
-7.899999999999999,-39.5
-7.899999999999999,-39.25
-7.899999999999999,-39.0
-7.899999999999999,-38.75
-7.899999999999999,-38.5
-7.899999999999999,-38.25
-7.899999999999999,-38.0
-7.899999999999999,-37.75
-7.899999999999999,-37.5
-7.899999999999999,-37.25
-7.899999999999999,-37.0
-7.899999999999999,-36.75
-7.899999999999999,-36.5
-7.899999999999999,-36.25
-7.899999999999999,-36.0
-7.899999999999999,-35.75
-7.899999999999999,-35.5
-7.899999999999999,-35.25
-7.899999999999999,-35.0
-7.649999999999999,-45.0
-7.649999999999999,-44.75
-7.649999999999999,-44.5
-7.649999999999999,-44.25
-7.649999999999999,-44.0
-7.649999999999999,-43.75
-7.649999999999999,-43.5
-7.649999999999999,-43.25
-7.649999999999999,-43.0
-7.649999999999999,-42.75
-7.649999999999999,-42.5
-7.649999999999999,-42.25
-7.649999999999999,-42.0
-7.649999999999999,-41.75
-7.649999999999999,-41.5
-7.649999999999999,-41.25
-7.649999999999999,-41.0
-7.649999999999999,-40.75
-7.649999999999999,-40.5
-7.649999999999999,-40.25
-7.649999999999999,-40.0
-7.649999999999999,-39.75
-7.649999999999999,-39.5
-7.649999999999999,-39.25
-7.649999999999999,-39.0
-7.649999999999999,-38.75
-7.649999999999999,-38.5
-7.649999999999999,-38.25
-7.649999999999999,-38.0
-7.649999999999999,-37.75
-7.649999999999999,-37.5
-7.649999999999999,-37.25
-7.649999999999999,-37.0
-7.649999999999999,-36.75
-7.649999999999999,-36.5
-7.649999999999999,-36.25
-7.649999999999999,-36.0
-7.649999999999999,-35.75
-7.649999999999999,-35.5
-7.649999999999999,-35.25
-7.649999999999999,-35.0
-7.399999999999999,-45.0
-7.399999999999999,-44.75
-7.399999999999999,-44.5
-7.399999999999999,-44.25
-7.399999999999999,-44.0
-7.399999999999999,-43.75
-7.399999999999999,-43.5
-7.399999999999999,-43.25
-7.399999999999999,-43.0
-7.399999999999999,-42.75
-7.399999999999999,-42.5
-7.399999999999999,-42.25
-7.399999999999999,-42.0
-7.399999999999999,-41.75
-7.399999999999999,-41.5
-7.399999999999999,-41.25
-7.399999999999999,-41.0
-7.399999999999999,-40.75
-7.399999999999999,-40.5
-7.399999999999999,-40.25
-7.399999999999999,-40.0
-7.399999999999999,-39.75
-7.399999999999999,-39.5
-7.399999999999999,-39.25
-7.399999999999999,-39.0
-7.399999999999999,-38.75
-7.399999999999999,-38.5
-7.399999999999999,-38.25
-7.399999999999999,-38.0
-7.399999999999999,-37.75
-7.399999999999999,-37.5
-7.399999999999999,-37.25
-7.399999999999999,-37.0
-7.399999999999999,-36.75
-7.399999999999999,-36.5
-7.399999999999999,-36.25
-7.399999999999999,-36.0
-7.399999999999999,-35.75
-7.399999999999999,-35.5
-7.399999999999999,-35.25
-7.399999999999999,-35.0
-7.149999999999999,-45.0
-7.149999999999999,-44.75
-7.149999999999999,-44.5
-7.149999999999999,-44.25
-7.149999999999999,-44.0
-7.149999999999999,-43.75
-7.149999999999999,-43.5
-7.149999999999999,-43.25
-7.149999999999999,-43.0
-7.149999999999999,-42.75
-7.149999999999999,-42.5
-7.149999999999999,-42.25
-7.149999999999999,-42.0
-7.149999999999999,-41.75
-7.149999999999999,-41.5
-7.149999999999999,-41.25
-7.149999999999999,-41.0
-7.149999999999999,-40.75
-7.149999999999999,-40.5
-7.149999999999999,-40.25
-7.149999999999999,-40.0
-7.149999999999999,-39.75
-7.149999999999999,-39.5
-7.149999999999999,-39.25
-7.149999999999999,-39.0
-7.149999999999999,-38.75
-7.149999999999999,-38.5
-7.149999999999999,-38.25
-7.149999999999999,-38.0
-7.149999999999999,-37.75
-7.149999999999999,-37.5
-7.149999999999999,-37.25
-7.149999999999999,-37.0
-7.149999999999999,-36.75
-7.149999999999999,-36.5
-7.149999999999999,-36.25
-7.149999999999999,-36.0
-7.149999999999999,-35.75
-7.149999999999999,-35.5
-7.149999999999999,-35.25
-7.149999999999999,-35.0
-6.899999999999999,-45.0
-6.899999999999999,-44.75
-6.899999999999999,-44.5
-6.899999999999999,-44.25
-6.899999999999999,-44.0
-6.899999999999999,-43.75
-6.899999999999999,-43.5
-6.899999999999999,-43.25
-6.899999999999999,-43.0
-6.899999999999999,-42.75
-6.899999999999999,-42.5
-6.899999999999999,-42.25
-6.899999999999999,-42.0
-6.899999999999999,-41.75
-6.899999999999999,-41.5
-6.899999999999999,-41.25
-6.899999999999999,-41.0
-6.899999999999999,-40.75
-6.899999999999999,-40.5
-6.899999999999999,-40.25
-6.899999999999999,-40.0
-6.899999999999999,-39.75
-6.899999999999999,-39.5
-6.899999999999999,-39.25
-6.899999999999999,-39.0
-6.899999999999999,-38.75
-6.899999999999999,-38.5
-6.899999999999999,-38.25
-6.899999999999999,-38.0
-6.899999999999999,-37.75
-6.899999999999999,-37.5
-6.899999999999999,-37.25
-6.899999999999999,-37.0
-6.899999999999999,-36.75
-6.899999999999999,-36.5
-6.899999999999999,-36.25
-6.899999999999999,-36.0
-6.899999999999999,-35.75
-6.899999999999999,-35.5
-6.899999999999999,-35.25
-6.899999999999999,-35.0
-6.649999999999999,-45.0
-6.649999999999999,-44.75
-6.649999999999999,-44.5
-6.649999999999999,-44.25
-6.649999999999999,-44.0
-6.649999999999999,-43.75
-6.649999999999999,-43.5
-6.649999999999999,-43.25
-6.649999999999999,-43.0
-6.649999999999999,-42.75
-6.649999999999999,-42.5
-6.649999999999999,-42.25
-6.649999999999999,-42.0
-6.649999999999999,-41.75
-6.649999999999999,-41.5
-6.649999999999999,-41.25
-6.649999999999999,-41.0
-6.649999999999999,-40.75
-6.649999999999999,-40.5
-6.649999999999999,-40.25
-6.649999999999999,-40.0
-6.649999999999999,-39.75
-6.649999999999999,-39.5
-6.649999999999999,-39.25
-6.649999999999999,-39.0
-6.649999999999999,-38.75
-6.649999999999999,-38.5
-6.649999999999999,-38.25
-6.649999999999999,-38.0
-6.649999999999999,-37.75
-6.649999999999999,-37.5
-6.649999999999999,-37.25
-6.649999999999999,-37.0
-6.649999999999999,-36.75
-6.649999999999999,-36.5
-6.649999999999999,-36.25
-6.649999999999999,-36.0
-6.649999999999999,-35.75
-6.649999999999999,-35.5
-6.649999999999999,-35.25
-6.649999999999999,-35.0
-6.399999999999999,-45.0
-6.399999999999999,-44.75
-6.399999999999999,-44.5
-6.399999999999999,-44.25
-6.399999999999999,-44.0
-6.399999999999999,-43.75
-6.399999999999999,-43.5
-6.399999999999999,-43.25
-6.399999999999999,-43.0
-6.399999999999999,-42.75
-6.399999999999999,-42.5
-6.399999999999999,-42.25
-6.399999999999999,-42.0
-6.399999999999999,-41.75
-6.399999999999999,-41.5
-6.399999999999999,-41.25
-6.399999999999999,-41.0
-6.399999999999999,-40.75
-6.399999999999999,-40.5
-6.399999999999999,-40.25
-6.399999999999999,-40.0
-6.399999999999999,-39.75
-6.399999999999999,-39.5
-6.399999999999999,-39.25
-6.399999999999999,-39.0
-6.399999999999999,-38.75
-6.399999999999999,-38.5
-6.399999999999999,-38.25
-6.399999999999999,-38.0
-6.399999999999999,-37.75
-6.399999999999999,-37.5
-6.399999999999999,-37.25
-6.399999999999999,-37.0
-6.399999999999999,-36.75
-6.399999999999999,-36.5
-6.399999999999999,-36.25
-6.399999999999999,-36.0
-6.399999999999999,-35.75
-6.399999999999999,-35.5
-6.399999999999999,-35.25
-6.399999999999999,-35.0
-6.149999999999999,-45.0
-6.149999999999999,-44.75
-6.149999999999999,-44.5
-6.149999999999999,-44.25
-6.149999999999999,-44.0
-6.149999999999999,-43.75
-6.149999999999999,-43.5
-6.149999999999999,-43.25
-6.149999999999999,-43.0
-6.149999999999999,-42.75
-6.149999999999999,-42.5
-6.149999999999999,-42.25
-6.149999999999999,-42.0
-6.149999999999999,-41.75
-6.149999999999999,-41.5
-6.149999999999999,-41.25
-6.149999999999999,-41.0
-6.149999999999999,-40.75
-6.149999999999999,-40.5
-6.149999999999999,-40.25
-6.149999999999999,-40.0
-6.149999999999999,-39.75
-6.149999999999999,-39.5
-6.149999999999999,-39.25
-6.149999999999999,-39.0
-6.149999999999999,-38.75
-6.149999999999999,-38.5
-6.149999999999999,-38.25
-6.149999999999999,-38.0
-6.149999999999999,-37.75
-6.149999999999999,-37.5
-6.149999999999999,-37.25
-6.149999999999999,-37.0
-6.149999999999999,-36.75
-6.149999999999999,-36.5
-6.149999999999999,-36.25
-6.149999999999999,-36.0
-6.149999999999999,-35.75
-6.149999999999999,-35.5
-6.149999999999999,-35.25
-5.899999999999999,-45.0
-5.899999999999999,-44.75
-5.899999999999999,-44.5
-5.899999999999999,-44.25
-5.899999999999999,-44.0
-5.899999999999999,-43.75
-5.899999999999999,-43.5
-5.899999999999999,-43.25
-5.899999999999999,-43.0
-5.899999999999999,-42.75
-5.899999999999999,-42.5
-5.899999999999999,-42.25
-5.899999999999999,-42.0
-5.899999999999999,-41.75
-5.899999999999999,-41.5
-5.899999999999999,-41.25
-5.899999999999999,-41.0
-5.899999999999999,-40.75
-5.899999999999999,-40.5
-5.899999999999999,-40.25
-5.899999999999999,-40.0
-5.899999999999999,-39.75
-5.899999999999999,-39.5
-5.899999999999999,-39.25
-5.899999999999999,-39.0
-5.899999999999999,-38.75
-5.899999999999999,-38.5
-5.899999999999999,-38.25
-5.899999999999999,-38.0
-5.899999999999999,-37.75
-5.899999999999999,-37.5
-5.899999999999999,-37.25
-5.899999999999999,-37.0
-5.899999999999999,-36.75
-5.899999999999999,-36.5
-5.899999999999999,-36.25
-5.899999999999999,-36.0
-5.899999999999999,-35.75
-5.899999999999999,-35.5
-5.899999999999999,-35.25
-5.649999999999999,-45.0
-5.649999999999999,-44.75
-5.649999999999999,-44.5
-5.649999999999999,-44.25
-5.649999999999999,-44.0
-5.649999999999999,-43.75
-5.649999999999999,-43.5
-5.649999999999999,-43.25
-5.649999999999999,-43.0
-5.649999999999999,-42.75
-5.649999999999999,-42.5
-5.649999999999999,-42.25
-5.649999999999999,-42.0
-5.649999999999999,-41.75
-5.649999999999999,-41.5
-5.649999999999999,-41.25
-5.649999999999999,-41.0
-5.649999999999999,-40.75
-5.649999999999999,-40.5
-5.649999999999999,-40.25
-5.649999999999999,-40.0
-5.649999999999999,-39.75
-5.649999999999999,-39.5
-5.649999999999999,-39.25
-5.649999999999999,-39.0
-5.649999999999999,-38.75
-5.649999999999999,-38.5
-5.649999999999999,-38.25
-5.649999999999999,-38.0
-5.649999999999999,-37.75
-5.649999999999999,-37.5
-5.649999999999999,-37.25
-5.649999999999999,-37.0
-5.649999999999999,-36.75
-5.649999999999999,-36.5
-5.649999999999999,-36.25
-5.649999999999999,-36.0
-5.649999999999999,-35.75
-5.649999999999999,-35.5
-5.649999999999999,-35.25
-5.399999999999999,-45.0
-5.399999999999999,-44.75
-5.399999999999999,-44.5
-5.399999999999999,-44.25
-5.399999999999999,-44.0
-5.399999999999999,-43.75
-5.399999999999999,-43.5
-5.399999999999999,-43.25
-5.399999999999999,-43.0
-5.399999999999999,-42.75
-5.399999999999999,-42.5
-5.399999999999999,-42.25
-5.399999999999999,-42.0
-5.399999999999999,-41.75
-5.399999999999999,-41.5
-5.399999999999999,-41.25
-5.399999999999999,-41.0
-5.399999999999999,-40.75
-5.399999999999999,-40.5
-5.399999999999999,-40.25
-5.399999999999999,-40.0
-5.399999999999999,-39.75
-5.399999999999999,-39.5
-5.399999999999999,-39.25
-5.399999999999999,-39.0
-5.399999999999999,-38.75
-5.399999999999999,-38.5
-5.399999999999999,-38.25
-5.399999999999999,-38.0
-5.399999999999999,-37.75
-5.399999999999999,-37.5
-5.399999999999999,-37.25
-5.399999999999999,-37.0
-5.399999999999999,-36.75
-5.399999999999999,-36.5
-5.399999999999999,-36.25
-5.399999999999999,-36.0
-5.399999999999999,-35.75
-5.399999999999999,-35.5
-5.149999999999999,-45.0
-5.149999999999999,-44.75
-5.149999999999999,-44.5
-5.149999999999999,-44.25
-5.149999999999999,-44.0
-5.149999999999999,-43.75
-5.149999999999999,-43.5
-5.149999999999999,-43.25
-5.149999999999999,-43.0
-5.149999999999999,-42.75
-5.149999999999999,-42.5
-5.149999999999999,-42.25
-5.149999999999999,-42.0
-5.149999999999999,-41.75
-5.149999999999999,-41.5
-5.149999999999999,-41.25
-5.149999999999999,-41.0
-5.149999999999999,-40.75
-5.149999999999999,-40.5
-5.149999999999999,-40.25
-5.149999999999999,-40.0
-5.149999999999999,-39.75
-5.149999999999999,-39.5
-5.149999999999999,-39.25
-5.149999999999999,-39.0
-5.149999999999999,-38.75
-5.149999999999999,-38.5
-5.149999999999999,-38.25
-5.149999999999999,-38.0
-5.149999999999999,-37.75
-5.149999999999999,-37.5
-5.149999999999999,-37.25
-5.149999999999999,-37.0
-5.149999999999999,-36.75
-5.149999999999999,-36.5
-5.149999999999999,-36.25
-5.149999999999999,-36.0
-5.149999999999999,-35.75
-4.899999999999999,-45.0
-4.899999999999999,-44.75
-4.899999999999999,-44.5
-4.899999999999999,-44.25
-4.899999999999999,-44.0
-4.899999999999999,-43.75
-4.899999999999999,-43.5
-4.899999999999999,-43.25
-4.899999999999999,-43.0
-4.899999999999999,-42.75
-4.899999999999999,-42.5
-4.899999999999999,-42.25
-4.899999999999999,-42.0
-4.899999999999999,-41.75
-4.899999999999999,-41.5
-4.899999999999999,-41.25
-4.899999999999999,-41.0
-4.899999999999999,-40.75
-4.899999999999999,-40.5
-4.899999999999999,-40.25
-4.899999999999999,-40.0
-4.899999999999999,-39.75
-4.899999999999999,-39.5
-4.899999999999999,-39.25
-4.899999999999999,-39.0
-4.899999999999999,-38.75
-4.899999999999999,-38.5
-4.899999999999999,-38.25
-4.899999999999999,-38.0
-4.899999999999999,-37.75
-4.899999999999999,-37.5
-4.899999999999999,-37.25
-4.649999999999999,-45.0
-4.649999999999999,-44.75
-4.649999999999999,-44.5
-4.649999999999999,-44.25
-4.649999999999999,-44.0
-4.649999999999999,-43.75
-4.649999999999999,-43.5
-4.649999999999999,-43.25
-4.649999999999999,-43.0
-4.649999999999999,-42.75
-4.649999999999999,-42.5
-4.649999999999999,-42.25
-4.649999999999999,-42.0
-4.649999999999999,-41.75
-4.649999999999999,-41.5
-4.649999999999999,-41.25
-4.649999999999999,-41.0
-4.649999999999999,-40.75
-4.649999999999999,-40.5
-4.649999999999999,-40.25
-4.649999999999999,-40.0
-4.649999999999999,-39.75
-4.649999999999999,-39.5
-4.649999999999999,-39.25
-4.649999999999999,-39.0
-4.649999999999999,-38.75
-4.649999999999999,-38.5
-4.649999999999999,-38.25
-4.649999999999999,-38.0
-4.649999999999999,-37.75
-4.649999999999999,-37.5
-4.399999999999999,-45.0
-4.399999999999999,-44.75
-4.399999999999999,-44.5
-4.399999999999999,-44.25
-4.399999999999999,-44.0
-4.399999999999999,-43.75
-4.399999999999999,-43.5
-4.399999999999999,-43.25
-4.399999999999999,-43.0
-4.399999999999999,-42.75
-4.399999999999999,-42.5
-4.399999999999999,-42.25
-4.399999999999999,-42.0
-4.399999999999999,-41.75
-4.399999999999999,-41.5
-4.399999999999999,-41.25
-4.399999999999999,-41.0
-4.399999999999999,-40.75
-4.399999999999999,-40.5
-4.399999999999999,-40.25
-4.399999999999999,-40.0
-4.399999999999999,-39.75
-4.399999999999999,-39.5
-4.399999999999999,-39.25
-4.399999999999999,-39.0
-4.399999999999999,-38.75
-4.399999999999999,-38.5
-4.399999999999999,-38.25
-4.399999999999999,-38.0
-4.149999999999999,-45.0
-4.149999999999999,-44.75
-4.149999999999999,-44.5
-4.149999999999999,-44.25
-4.149999999999999,-44.0
-4.149999999999999,-43.75
-4.149999999999999,-43.5
-4.149999999999999,-43.25
-4.149999999999999,-43.0
-4.149999999999999,-42.75
-4.149999999999999,-42.5
-4.149999999999999,-42.25
-4.149999999999999,-42.0
-4.149999999999999,-41.75
-4.149999999999999,-41.5
-4.149999999999999,-41.25
-4.149999999999999,-41.0
-4.149999999999999,-40.75
-4.149999999999999,-40.5
-4.149999999999999,-40.25
-4.149999999999999,-40.0
-4.149999999999999,-39.75
-4.149999999999999,-39.5
-4.149999999999999,-39.25
-4.149999999999999,-39.0
-4.149999999999999,-38.75
-4.149999999999999,-38.5
-4.149999999999999,-38.25
-3.8999999999999986,-45.0
-3.8999999999999986,-44.75
-3.8999999999999986,-44.5
-3.8999999999999986,-44.25
-3.8999999999999986,-44.0
-3.8999999999999986,-43.75
-3.8999999999999986,-43.5
-3.8999999999999986,-43.25
-3.8999999999999986,-43.0
-3.8999999999999986,-42.75
-3.8999999999999986,-42.5
-3.8999999999999986,-42.25
-3.8999999999999986,-42.0
-3.8999999999999986,-41.75
-3.8999999999999986,-41.5
-3.8999999999999986,-41.25
-3.8999999999999986,-41.0
-3.8999999999999986,-40.75
-3.8999999999999986,-40.5
-3.8999999999999986,-40.25
-3.8999999999999986,-40.0
-3.8999999999999986,-39.75
-3.8999999999999986,-39.5
-3.8999999999999986,-39.25
-3.8999999999999986,-39.0
-3.8999999999999986,-38.75
-3.8999999999999986,-38.5
-3.6499999999999986,-45.0
-3.6499999999999986,-44.75
-3.6499999999999986,-44.5
-3.6499999999999986,-44.25
-3.6499999999999986,-44.0
-3.6499999999999986,-43.75
-3.6499999999999986,-43.5
-3.6499999999999986,-43.25
-3.6499999999999986,-43.0
-3.6499999999999986,-42.75
-3.6499999999999986,-42.5
-3.6499999999999986,-42.25
-3.6499999999999986,-42.0
-3.6499999999999986,-41.75
-3.6499999999999986,-41.5
-3.6499999999999986,-41.25
-3.6499999999999986,-41.0
-3.6499999999999986,-40.75
-3.6499999999999986,-40.5
-3.6499999999999986,-40.25
-3.6499999999999986,-40.0
-3.6499999999999986,-39.75
-3.6499999999999986,-39.5
-3.6499999999999986,-39.25
-3.6499999999999986,-39.0
-3.6499999999999986,-38.75
-3.3999999999999986,-45.0
-3.3999999999999986,-44.75
-3.3999999999999986,-44.5
-3.3999999999999986,-44.25
-3.3999999999999986,-44.0
-3.3999999999999986,-43.75
-3.3999999999999986,-43.5
-3.3999999999999986,-43.25
-3.3999999999999986,-43.0
-3.3999999999999986,-42.75
-3.3999999999999986,-42.5
-3.3999999999999986,-42.25
-3.3999999999999986,-42.0
-3.3999999999999986,-41.75
-3.3999999999999986,-41.5
-3.3999999999999986,-41.25
-3.3999999999999986,-41.0
-3.3999999999999986,-40.75
-3.3999999999999986,-40.5
-3.3999999999999986,-40.25
-3.3999999999999986,-40.0
-3.3999999999999986,-39.75
-3.3999999999999986,-39.5
-3.3999999999999986,-39.25
-3.3999999999999986,-39.0
